3.355	-1.77568	-4.71388
3.36	-1.79814	-4.49192
3.365	-1.81947	-4.26716
3.37	-1.83967	-4.03972
3.375	-1.85872	-3.80976
3.38	-1.87661	-3.57742
3.385	-1.89332	-3.34285
3.39	-1.90885	-3.10618
3.395	-1.92319	-2.86758
3.4	-1.93632	-2.62718
3.405	-1.94825	-2.38514
3.41	-1.95896	-2.14161
3.415	-1.96844	-1.89674
3.42	-1.9767	-1.65068
3.425	-1.98371	-1.40359
3.43	-1.98949	-1.15563
3.435	-1.99403	-0.906943
3.44	-1.99731	-0.65769
3.445	-1.99935	-0.408025
3.45	-2.00015	-0.158106
3.455	-1.99969	0.0919122
3.46	-1.99798	0.341873
3.465	-1.99502	0.59162
3.47	-1.99081	0.840997
3.475	-1.98536	1.08985
3.48	-1.97867	1.33802
3.485	-1.97075	1.58535
3.49	-1.96159	1.8317
3.495	-1.9512	2.0769
3.5	-1.9396	2.3208
3.505	-1.92678	2.56325
3.51	-1.91276	2.80409
3.515	-1.89755	3.04319
3.52	-1.88115	3.28038
3.525	-1.86357	3.51553
3.53	-1.84483	3.74847
3.535	-1.82493	3.97908
3.54	-1.80389	4.20719
3.545	-1.78173	4.43268
3.55	-1.75845	4.65539
3.555	-1.73408	4.8752
3.56	-1.70862	5.09196
3.565	-1.68209	5.30554
3.57	-1.65451	5.5158
3.575	-1.6259	5.72261
3.58	-1.59627	5.92585
3.585	-1.56564	6.12538
3.59	-1.53404	6.32109
3.595	-1.50147	6.51284
3.6	-1.46797	6.70053
3.605	-1.43355	6.88403
3.61	-1.39823	7.06322
3.615	-1.36204	7.238
3.62	-1.325	7.40825
3.625	-1.28713	7.57388
3.63	-1.24846	7.73477
3.635	-1.20901	7.89083
3.64	-1.1688	8.04195
3.645	-1.12786	8.18805
3.65	-1.08621	8.32903
3.655	-1.04389	8.46481
3.66	-1.00091	8.5953
3.665	-0.957307	8.72041
3.67	-0.913107	8.84007
3.675	-0.868336	8.95421
3.68	-0.823022	9.06275
3.685	-0.777194	9.16563
3.69	-0.73088	9.26278
3.695	-0.684109	9.35414
3.7	-0.636911	9.43965
3.705	-0.589315	9.51927
3.71	-0.54135	9.59293
3.715	-0.493047	9.6606
3.72	-0.444436	9.72223
3.725	-0.395547	9.77779
3.73	-0.346411	9.82723
3.735	-0.297058	9.87053
3.74	-0.24752	9.90766
3.745	-0.197827	9.9386
3.75	-0.14801	9.96333
3.755	-0.0981009	9.98183
3.76	-0.0481304	9.9941
3.765	0.00187014	10.0001
3.77	0.0518695	9.99988
3.775	0.101837	9.9934
3.78	0.15174	9.98067
3.785	0.201548	9.9617
3.79	0.251231	9.9365
3.795	0.300756	9.9051
3.8	0.350094	9.86751
3.805	0.399213	9.82374
3.81	0.448082	9.77384
3.815	0.496671	9.71783
3.82	0.54495	9.65575
3.825	0.592888	9.58763
3.83	0.640455	9.51352
3.835	0.687623	9.43346
3.84	0.73436	9.34751
3.845	0.780639	9.25571
3.85	0.82643	9.15813
3.855	0.871704	9.05483
3.86	0.916433	8.94587
3.865	0.96059	8.83131
3.87	1.00415	8.71124
3.875	1.04707	8.58572
3.88	1.08935	8.45484
3.885	1.13094	8.31867
3.89	1.17183	8.1773
3.895	1.21198	8.03082
3.9	1.25138	7.87932
3.905	1.28999	7.7229
3.91	1.3278	7.56165
3.915	1.36478	7.39568
3.92	1.40091	7.22508
3.925	1.43616	7.04997
3.93	1.47051	6.87045
3.935	1.50394	6.68663
3.94	1.53643	6.49864
3.945	1.56797	6.30659
3.95	1.59852	6.11059
3.955	1.62807	5.91078
3.96	1.65661	5.70727
3.965	1.68411	5.50019
3.97	1.71056	5.28968
3.975	1.73594	5.07586
3.98	1.76023	4.85886
3.985	1.78343	4.63884
3.99	1.80551	4.41591
3.995	1.82646	4.19022
4	1.84627	3.96191
4.005	1.86492	3.73113
4.01	1.88241	3.49801
4.015	1.89873	3.26271
4.02	1.91385	3.02537
4.025	1.92778	2.78614
4.03	1.94051	2.54517
4.035	1.95202	2.3026
4.04	1.96232	2.0586
4.045	1.97138	1.81331
4.05	1.97922	1.56689
4.055	1.98581	1.31948
4.06	1.99117	1.07126
4.065	1.99528	0.822361
4.07	1.99815	0.57295
4.075	1.99976	0.323182
4.08	2.00013	0.0732114
4.085	1.99925	-0.176805
4.09	1.99711	-0.42671
4.095	1.99373	-0.676349
4.1	1.9891	-0.925566
4.105	1.98323	-1.1742
4.11	1.97612	-1.42211
4.115	1.96778	-1.66912
4.12	1.9582	-1.91509
4.125	1.9474	-2.15987
4.13	1.93538	-2.40329
4.135	1.92216	-2.64522
4.14	1.90773	-2.88549
4.145	1.89211	-3.12395
4.15	1.87531	-3.36047
4.155	1.85733	-3.59488
4.16	1.8382	-3.82705
4.165	1.81791	-4.05682
4.17	1.79649	-4.28406
4.175	1.77395	-4.50862
4.18	1.7503	-4.73037
4.185	1.72555	-4.94915
4.19	1.69973	-5.16485
4.195	1.67284	-5.37731
4.2	1.64491	-5.58642
4.205	1.61595	-5.79203
4.21	1.58598	-5.99403
4.215	1.55502	-6.19228
4.22	1.52309	-6.38665
4.225	1.4902	-6.57704
4.23	1.45638	-6.76331
4.235	1.42166	-6.94536
4.24	1.38604	-7.12307
4.245	1.34956	-7.29632
4.25	1.31223	-7.46502
4.255	1.27409	-7.62905
4.26	1.23515	-7.78831
4.265	1.19543	-7.9427
4.27	1.15497	-8.09213
4.275	1.11379	-8.2365
4.28	1.07191	-8.37573
4.285	1.02936	-8.50972
4.29	0.986172	-8.63839
4.295	0.942364	-8.76166
4.3	0.897967	-8.87945
4.305	0.853008	-8.9917
4.31	0.807517	-9.09833
4.315	0.76152	-9.19927
4.32	0.715048	-9.29446
4.325	0.668129	-9.38384
4.33	0.620792	-9.46735
4.335	0.573067	-9.54495
4.34	0.524984	-9.61659
4.345	0.476573	-9.68221
4.35	0.427864	-9.74178
4.355	0.378888	-9.79526
4.36	0.329675	-9.84262
4.365	0.280256	-9.88383
4.37	0.230661	-9.91887
4.375	0.180923	-9.9477
4.38	0.131071	-9.97031
4.385	0.0811379	-9.9867
4.39	0.0311537	-9.99684
4.395	-0.01885	-10.0007
4.4	-0.0688418	-9.99838
4.405	-0.118791	-9.98977
4.41	-0.168665	-9.97492
4.415	-0.218435	-9.95384
4.42	-0.268067	-9.92654
4.425	-0.317532	-9.89303
4.43	-0.366799	-9.85334
4.435	-0.415836	-9.80749
4.44	-0.464614	-9.75551
4.445	-0.513101	-9.69743
4.45	-0.561268	-9.63329
4.455	-0.609083	-9.56313
4.46	-0.656518	-9.487
4.465	-0.703543	-9.40493
4.47	-0.750128	-9.31699
4.475	-0.796244	-9.22322
4.48	-0.841862	-9.12369
4.485	-0.886955	-9.01846
4.49	-0.931493	-8.90759
4.495	-0.975449	-8.79116
4.5	-1.01879	-8.66922
4.505	-1.0615	-8.54188
4.51	-1.10355	-8.40919
4.515	-1.14491	-8.27124
4.52	-1.18555	-8.12813
4.525	-1.22545	-7.97994
4.53	-1.26458	-7.82676
4.535	-1.30292	-7.66868
4.54	-1.34045	-7.50582
4.545	-1.37714	-7.33826
4.55	-1.41297	-7.16612
4.555	-1.44792	-6.9895
4.56	-1.48196	-6.80851
4.565	-1.51508	-6.62326
4.57	-1.54725	-6.43388
4.575	-1.57845	-6.24047
4.58	-1.60867	-6.04316
4.585	-1.63788	-5.84208
4.59	-1.66607	-5.63734
4.595	-1.69321	-5.42909
4.6	-1.7193	-5.21743
4.605	-1.74431	-5.00252
4.61	-1.76823	-4.78448
4.615	-1.79105	-4.56345
4.62	-1.81275	-4.33957
4.625	-1.83331	-4.11298
4.63	-1.85273	-3.88382
4.635	-1.87099	-3.65222
4.64	-1.88809	-3.41835
4.645	-1.904	-3.18234
4.65	-1.91872	-2.94434
4.655	-1.93224	-2.7045
4.66	-1.94456	-2.46297
